0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
99999250,100000000,99999702.2610743,99999580,100000150,100000216.10412358,100000207.29031901,100000303.85538349,100000204.43819728,100000217.5495552,99999965.16747718,100000000,99999970.04332398,100000000,99999968.54332398,100000032.35549043,100000011.0229676,100000012.5229676,100000033.85549043,100000044.19821231,100000024.1752447,100000010.5,100000022.6752447,100000024.1752447,100000024.1752447,99998959.0,99999428.92515714,99999871.0,99999683.63339199,99999831.25,100000534.84861757,100000389.28851564,100000387.56718467,100000488.0783769,100000451.49987088
100000105,99999820,99999640,100000015,99999850,100000021.0,100000069.0,100000073.5,100000021.0,100000046.5,100000000,100000000,99999982.0,99999983.5,100000000,99999944.5,99999943.0,99999943.0,99999956.5,99999943.0,100000000,100000015,100000016.5,100000000,100000016.5,99999199.0,99999817.0,99999910,99999893.5,99999976.0,100000412.5,100000457.5,100000291.0,100000318.0,100000321.0
99999715,100000135,99999730,99999655,99999610,100000475.71079074,100000342.83751743,100000545.48109725,100000405.52222416,100000317.10938174,100000000,99999979.5,100000000,100000000,100000000,99999927.22778289,99999928.0898751,99999926.5,99999921.0,99999930.6359275,100000022.0,100000022.0,100000017.5,100000016.5,100000022.0,99999604.0,99999801.5,99998003.49926114,99999607.0,99999608.5,100000585.2697135,100000531.64882745,100000552.15071455,100000469.1627037,100000592.65418287
99999775,99999805,99999190,100000121.97423768,99998374.69170795,100000897.51315959,100000781.6064168,100001521.50869086,100001311.37412164,100001007.15060228,99999930.60810138,99999859.53712474,100000024.76825468,100000140.03393292,100000008.4599144,99999929.68332894,99999929.68332894,99999931.18332894,99999929.5,99999931.18332894,100000093.60784347,100000094.60414077,100000000,100000000,100000015,100016656.51145342,100011412.9132051,100004727.70574525,100001477.09738308,99970140.84326328,99998577.57085125,99998836.15564835,99998677.75134473,99998757.26475619,99998132.5147844
99999670,99999805,99999465.73993573,99999790,100000225,100000118.5,99999371.5,100000105.0,100000012.0,99999142.0,99999940.0,99999941.5,99999940.0,100000013.5,99999940.0,99999740.5,99999754.0,99999788.5,99999754.0,99999722.5,100000042.0,100000004.5,100000042.0,100000006.0,100000042.0,99999715,99998650.62701154,100000140.1145342,100000274.30744222,100001515,100001160.21107632,100000541.5,100000622.5,100000352.5,100000652.5
99999461.54571769,100000000,99999880,99999715,100000285,100000266.42235813,100000302.10596563,100000613.31472822,100000426.627629,100000282.25826986,99999980.4980306,99999968.81794932,100000000,99999997.0,99999971.5,99999919.0019694,99999950.4615066,99999919.0019694,99999920.5019694,99999915.95953721,100000004.5019694,100000019.5,100000019.5,100000021.0019694,100000019.5,99998138.5,99998659.44681805,99999795.43582568,99998300.77161004,100002002.48534486,100000469.5015142,100000510.27306576,100000545.44012697,100000366.90388136,100000352.22027385
99999715,99999595,99999685,100000075,99999700,100000141.0,100000147.0,100000151.5,100000163.5,100000139.5,100000000,100000000,100000000,100000000,100000000,99999964.5,99999974.0,99999989.0,99999974.0,99999970.0,100000001.5,100000001.5,100000001.5,100000006.0,100000006.0,99999429.0,99999141.25,100001126.75,99998452.0,99999770.5,100000491.0,100000480.5,100000582.5,100000565.5,100000560.5
99998361.66987675,99999166.11724734,99998142.53250912,99999790,99999308.91229165,100001816.09942016,100002803.30697426,100001497.61829059,100002826.01682399,100001898.39923301,99999982.0,99999938.48321547,99999983.5,99999941.17779912,99999982.0,100000093.28415649,100000114.40563038,100000137.89208245,100000116.68700133,100000070.95970826,100000092.54191758,100000008.85263282,100000023.85263243,100000021.80051789,100000008.85263272,100003697.98856415,100006660.06751572,99998950.81752838,99991609.95044826,99999195.05508758,99998727.33421429,99998752.16593139,99998821.76280837,99998577.26653023,99998880.62877783
99999910,99999730,100000270,99999805,100000045,99999114.21923438,99999180.32010867,99999688.82010867,99999343.71923438,99999132.42098296,99999993.89912571,99999977.5,99999993.79825142,99999993.89912571,99999997.0,99999830.90349716,99999842.90349716,99999848.80262287,99999830.80262287,99999828.00437145,100000016.60087429,100000015,100000000,100000003.10087429,100000015,99999580,100000519.0,100000535.5,100000355.5,100000043.5,100000571.67551988,100000759.57901704,100000590.07901704,100000850.67551988,100000787.77639417
99999100,99999200.70357518,100000060,99999550,100000180,100000770.42643031,100000589.26279542,100000772.88212006,100000646.44246833,100000755.69854857,99999982.0,99999974.23565668,99999983.5,99999983.5,99999983.23565668,99999959.05546366,99999945.02868664,99999981.29302996,99999945.02868664,99999945.02868664,100000016.5,100000016.5,100000016.76434332,100000016.76434332,100000016.5,99997843.53428262,100000004.5,99999656.92055173,99998888.9980513,99999674.5,100000470.32517815,100000369.39057204,100000629.96401942,100000522.22036181,100000549.2964915
100000105,100000105,99999670,100000105,100000135,100000268.61362818,100000219.53858945,100000215.39621714,99999947.86194155,100000187.01868454,99999983.5,99999981.94058484,99999997.0,99999978.94058484,99999997.0,99999901.0,99999886.0,99999901.0,99999937.05941516,99999886.0,100000016.5,100000001.5,100000016.5,100000016.5,100000019.55941516,99997037.5,99996564.63980974,99999562.0,99997924.31647655,100002588.1828087,100001011.90987337,100001440.78701806,100001311.78701806,100001059.00924543,100001021.43868925
100000165,100000075,100000240,100000015,100000060,100000265.5,100000064.5,100000312.0,100000298.5,100000300.0,99999995.5,99999996.5,99999995.0,99999997.5,99999996.0,100000007.0,100000005.5,100000007.0,100000007.0,100000007.0,100000000,100000013.5,100000000,100000000,100000000,99999308.5,99999337.0,99999758.5,99999502.0,99999832.0,100000059.5,100000146.5,100000079.5,100000126.0,100000027.5
99999730,99999550,100000360,99999475,99999280,99995470,99995350,99995680,99996280,99995605,100000000,99999970,100000000,100000000,100000000,99999625,99999655,99999625,99999640,99999700,100000000,100000000,100000000,100000000,100000000,100003390,100002460,100003540,100002925,100004575,100001335,100001350,100001785,100001665,100001980
99999881.83292098,99999340,99999727.27466658,99999970,100000127.59281148,100001058.65815216,100000912.63464673,100000838.22866847,100001292.79918477,100000757.6111413,99999888.47649457,99999889.97649457,99999888.47649457,99999889.97649457,99999888.47649457,99999945.02350543,99999945.02350543,99999946.52350543,99999946.52350543,99999944.5,100000084.52350543,100000015,100000077.02350543,100000078.52350543,100000078.52350543,100000084.0,99999877.43256095,100000792.43800381,100000664.05021834,100000838.5,99998785.40870917,99998922.22432067,99999074.84184784,99998867.2478261,99998680.65380436
99998764.99349605,99999535,100000285,99999935.55197676,100000060,100005248.67473876,100005226.29700561,100006017.09173463,100005418.3409145,100005348.94992563,99999926.32422431,99999980.77356216,99999937.46313432,99999970.27356216,100000000,99999865.30165972,99999950.46872275,99999979.12667893,99999955.57815541,99999972.38566105,100000119.14232025,100000095.54141736,100000094.04141736,100000078.59473993,100000097.04141736,100008416.11241184,99982634.13236888,99993687.27909656,100000191.537527,99999927.20258363,99997595.01759468,99998101.31469566,99997647.17546557,99997877.25031649,99998061.0214747
99998888.72766754,99999400,99999565,99998931.83862929,99999745,99999946.24748778,100000465.03887628,99999701.22312573,100000915.00072128,100000818.8847023,99999964.8960202,100000012.68258576,99999967.3960202,99999972.71343444,99999948.3960202,99999939.0110031,99999935.0110031,99999938.5110031,99999941.6763117,99999943.17631069,100000000,100000034.16531296,100000034.16530758,100000029.60320225,100000029.60320225,100000794.55286326,100001292.9395831,100000155.74398886,100000567.59906156,99999968.5,100000180.19858475,99999665.06388435,99999982.91391352,99999691.32139517,99999633.19877768
100000255,100000060,99999760,100000075,99999940,100000095.44303167,100000105.82515271,100000093.82515271,100000130.06091063,100000134.39617163,99999983.5,99999980.5,99999983.5,99999983.5,99999982.0,99999973.11787896,99999973.11787896,99999973.11787896,99999973.11787896,99999974.5,100000016.5,100000001.5,100000016.5,100000016.5,100000016.5,99998049.45746525,99998755,99999835,99999820,99999880,100000759.67484729,100000492.43908937,100000411.55696833,100000753.79272625,100000746.05696833
100000555,99999625,99999685,100000204.28786632,99999685,100000663.4791393,100000858.24630389,100000424.6298632,100000541.74630389,100000574.86271393,99999864.88357463,99999915.97743754,99999956.2420571,99999956.2420571,99999914.3719488,99999934.0938629,99999949.0938629,99999934.0938629,99999949.0938629,99999965.5938629,100000120.11642537,99999985,99999985,100000117.11642537,100000117.11642537,99999374.5,100000771.6190842,100000833.3438629,100000332.45809714,99999850.75,99999454.98549257,99999224.56182335,99999496.01165433,99999206.6782334,99998973.80389577
99998270.16203491,99999437.60926591,99999235,99999490,100000030,100000925.85453005,100000852.90680078,100000790.52366406,100001250.06015114,100001037.81804296,99999924.7943789,99999912.669134,99999912.669134,99999912.669134,99999897.669134,99999956.20768033,99999957.70768033,99999974.20768033,99999954.70768033,99999983.20768033,100000087.2056211,100000088.7056211,100000102.2056211,100000100.7056211,100000088.7056211,100001680.51140264,99999807.96644379,100000345.28053783,99998974.67285833,99999903.84510593,99999667.51914926,99999771.61835463,99999382.02024592,99999587.07029581,99999705.523694
100001543.55521655,99999625,100000255,99999775,100000030,99999450.66273886,99998514.66273886,99998201.77515924,99998871.08447674,99998830.27515924,99999933.0281051,99999933.0281051,99999933.0281051,99999933.0281051,99999933.0281051,99999910,99999910,99999910,99999885.4718949,99999895,100000095.4718949,100000090.9718949,100000080.4718949,100000093.9718949,100000077.4718949,100000795,100003275.75977379,100000933.47603185,100000789.87310812,100000811.5,99999686.27261297,99999726.6397202,99999709.18105268,99999753.04860617,99999808.26170981
99999850,99999265,99999955,99999487.06298546,99999430,100000098.52904467,99999165.53505334,99999686.64008893,100000104.43139255,99999724.46541691,99999958.30141793,99999958.30141793,99999958.30141793,100000034.05603248,99999992.35745041,99999864.00894476,99999902.77655084,99999892.27655084,99999870.0487411,99999896.4061089,100000000,99999985,100000040.26760608,100000000,100000010.19858207,100001877.96111049,100000618.9590274,100000083.76760608,100000828.9370454,100000169.5,100000029.85221025,100000090.24416476,100000187.3485803,100000053.10965167,99999931.3558005
100000165,100000075,99999850,99999325,99999205,99999878.78484157,99999894.138967,99999289.12435338,99999091.0550695,99999994.638967,99999974.5,99999989.5,99999974.5,99999974.5,99999974.5,99999730,99999730,99999715,99999775,99999715,100000015,100000015,100000015,100000015,100000015,100000057.0,99999607.0,99999757.0,99999344.56928387,99999817.0,100001203.79174912,100000932.29174912,100001671.3683398,100000763.8683398,100001450.8683398
100000405,99999535,100000300,99999475,99999334.31604542,100000914.89111988,100000409.20439579,100001026.54775783,100000833.37732716,100000900.36103374,99999937.65663795,99999939.15663795,99999937.65663795,99999939.15663795,99999939.15663795,99999873.90353434,99999800.40353434,99999854.59025843,99999801.06017229,99999862.74689639,100000027.84336205,100000044.34336205,100000042.84336205,100000027.84336205,100000027.84336205,99996488.85309798,100002638.43826294,100000393.49063006,99998698.68170281,100000480,99999613.95224217,99999686.42215602,99999714.26551807,100000053.41552038,100000042.57879397
99999667.76327704,100000135,99999610.95876841,99999602.15982266,99999370,100000055.24921766,100000196.04101472,100000435.19400981,100000228.6104157,100000100.04101472,99999968.93059902,100000009.0,100000013.5,99999968.93059902,99999968.93059902,99999888.13880196,99999873.13880196,99999903.13880196,99999930.77760392,99999908.70820294,100000015,100000016.5,100000000,100000034.06940098,100000019.06940098,99998436.48062713,99999262.34532386,100002396.2616281,100000047.77282657,99999919.0,100000260.16718823,100000234.45898528,100000072.2592909,100000208.30599019,100000244.09778725
99999880,100000000,100000255,100000218.02735928,99999850,99999425.09040648,99999927.82048558,99998357.09040648,99999951.18709585,99998392.70440078,99999878.18487586,99999968.96066687,99999893.18487586,99999878.18487586,99999879.68487586,99999827.5,99999802.6093561,99999772.6093561,99999767.5,99999802.6093561,100000000,100000000,100000000,100000000,100000000,99998044.0,99999752.10760191,99999244.38591865,100000006.70252502,100008024.90632173,100000203.86124884,100000191.4160578,99999784.49778001,100000160.90959352,99999859.26455946
100000285,100000405,99999580,99999715,100000585,99999237.07236984,99999897.85959989,100000801.27894874,99999489.44025104,100000685.9015758,99999926.23025437,99999926.23025437,99999926.23025437,99999926.23025437,99999926.23025437,99999850,99999865,99999918.04197592,99999918.04197592,99999850,100000018.12262706,100000058.76974563,100000033.12262706,100000033.12262706,100000018.12262706,100000060,99999115.02166286,100000145.69424735,99998526.32510546,100005374.2928907,99999382.80055265,99999552.18178621,99999263.66872637,99999331.08609457,99999373.88071096
100000420,99999715,99999445,99999985,100000615,99999755.5,99999247.0,99999433.0,99999268.0,99999436.0,100000019.0,100000017.5,100000017.5,100000019.0,100000018.0,99999839.0,99999821.0,99999843.0,99999821.0,99999839.5,100000004.5,99999985,99999985,100000007.5,99999985,100000222.0,99999642.42459334,99999809.0,99999944.5,99999882.0,100000679.75851835,100001064.0,100000691.09644426,100000505.7722961,100001018.44814794
99999595,100000225,100000135,99999835,99999865,100000507.25903453,100000403.13633063,100000453.92985944,100000263.54484175,100000277.2936076,100000000,100000000,100000000,99999982.5,99999982.5,99999777.7650776,99999780.98810166,99999770.89689164,99999778.03539181,99999780.0,100000019.0,100000019.0,100000019.0,100000019.0,100000019.0,99999214.0,99999371.5,99998552.34894803,99999042.51426612,99999491.5,100000854.46460819,100000883.46984479,100000854.694294,100000584.6589022,100000643.0
100000105,99999715,99999730,100000366.017882,100000903.13409503,100001070.25956373,100000858.4324394,100001132.35708386,99999775.14584398,100000823.5848181,99999889.30400419,99999887.80400419,99999887.80400419,99999967.248751,99999887.80400419,99999580,99999550,99999565,99999505,99999550,100000000,100000000,100000000,100000076.37851085,100000000,99999958.0,100000396.26567243,99999857.42185487,99999653.11886972,100002421.6007101,99999319.16691096,99999065.94972238,99999186.25027551,99999315.54999632,99999001.400983
100000375,99999985,100000000,99999938.4588187,99999670,99999456.64418244,99999782.29578939,99999339.94739634,99999800.59900329,99999483.79578939,99999916.15160695,99999916.15160695,99999916.15160695,99999916.15160695,99999916.15160695,99999903.50864497,99999951.34485996,99999878.71666841,99999941.56506146,99999922.21666841,100000062.83621499,100000080.83621499,100000053.84839305,100000000,100000062.83621499,99999604.58144581,100000064.33621499,99999737.34839305,99999419.69623627,100000748.5,100000563.68692067,100000587.2077437,100000429.84717259,100000540.22856674,100001034.35935065
99999625,99999685,99999730,99999490,99999760,99999835.76646444,99999727.91185635,99998999.29628012,99999642.69935217,99999052.91185635,99999977.11557624,99999979.04846397,99999979.04846397,99999977.11557624,99999991.43288773,99999955.38442376,99999969.20634492,99999955.38442376,99999955.38442376,99999955.38442376,100000035.95153603,100000000,100000035.95153603,100000000,100000000,100000223.5,100000208.5,99999698.5,100000180.19742633,100001338.0,100000802.27083215,100000433.70371988,100000837.94534054,100000703.8491118,100000258.53967968
99999670,99999370,100000195,100000510,100001105.80445528,99996295,99995620,99995530,99996250,99996655,99999888.95409775,99999887.45409775,99999887.45409775,99999888.95409775,99999887.45409775,99999269.54590225,99999191.5,99999226.04590225,99999224.54590225,99999223.04590225,100000122.51168905,99999985,99999985,100000000,99999985,100008315.01183851,100003799.83832961,100005896.6133561,100002477.81845929,100003872.18775761,99999653.08331235,99999692.25498141,100000134.99697487,99999656.20009725,99999648.72465092
100000000,99999610,100000135,99999535,100000120,99999572.75136104,99999583.87568052,99999425.75136104,99999255.37568052,99999744.62704156,99999997.0,99999997.0,99999997.0,99999997.0,99999997.0,99999855.62704156,99999825.00272208,99999795.62704156,99999812.75136104,99999810.00272208,100000015,100000011.37568052,100000000,100000024.87568052,100000015,100000327.87568052,99999758.5,99999923.5,99999863.5,100000075,100001033.11887531,100000516.99727792,100000783.1215974,100000774.1215974,100000811.6215974
100000570,100000064.81256275,99999955,100000120,99999655,100001199.29356086,100001238.04646492,100001167.79356086,100001182.79356086,100001139.29356086,99999982.0,99999967.0,99999881.74709594,99999968.5,99999983.5,99999915.75290406,100000044.50580812,99999882.75290406,100000013.00580812,99999929.25290406,100000000,100000001.5,100000001.5,100000088.25290406,100000000,99998470,99999964.69324537,99999550,100000327.0,100000375,99999174.45353508,99998946.70063102,99999026.44772696,99999253.95353508,99998960.44772696
100000015,99999340,99999505,99999550,100000240,100000138.0,100000177.0,100000229.25669767,100000132.0,100000163.5,99999983.5,99999983.5,99999983.5,99999983.5,99999979.64866047,99999946.85133953,99999940,99999925,99999940,99999961.85133953,100000001.5,100000016.5,100000016.5,100000016.5,100000001.5,99999128.5,99999557.5,99999587.5,99999908.5,99999788.5,100000486.0,100000593.35133953,100000435.0,100000689.59464186,100000655.9459814
99999595,100000060,99999685,99999475.04274185,99999460,100000257.26097067,100000130.29422897,100000166.25307477,100000212.71192056,100000188.71192056,100000000,100000000,100000000,100000000,100000000,99999952.82258321,99999956.5,99999954.32258321,99999970.82258321,99999954.32258321,100000016.5,100000016.5,100000001.5,100000001.5,100000031.4588458,99999686.5,99999993.32258321,100000061.40750414,100000141.00510092,100000046.5,100000124.66461682,100000240.12346262,100000262.62346262,100000124.66461682,100000232.66461682
100001113.44052869,100000495,99999430,100000465,100000886.85242295,100001356.14610875,100001329.14610875,100001422.42547733,99999578.92547733,100001435.92547733,99999894.72063142,99999894.72063142,99999896.22063142,99999896.22063142,99999894.72063142,99999461.5,99999461.5,99999431.5,99999431.5,99999386.5,100000073.77936858,100000105.27936858,100000088.77936858,100000090.27936858,100000073.77936858,100001845,99999954.25,99999723.72063142,99998438.5,99998362.27936858,99999418.23641694,99999323.56020546,99999434.45704836,99999496.8983112,99999409.23641694
99999565,99999715,99999115.45869598,99999640,99999375.94055273,100000669.59218423,100000439.5611452,100000390.81979975,100000359.84684536,100000320.15007274,99999979.60549396,99999982.0,99999955.31473967,99999953.81473967,99999962.34017102,99999890.84814303,99999924.74534951,99999951.142556,99999922.34814303,99999905.24534951,100000016.5,100000016.5,100000015,100000001.5,100000015,99999055.3600626,100000488.96030502,100000372.25229901,100000003.69696328,100000007.5,100000067.31222631,100000155.57387753,100000224.81283793,100000426.78766648,100000114.46978045
100000030,100000105,99999640,99999925,99999711.86151713,100000173.4238002,100000226.48999247,100000176.56534827,100000142.43468589,100000265.63154054,99999982.0,99999975.85845193,99999997.0,99999983.5,99999983.5,99999956.5,99999956.5,99999955,99999956.5,99999956.5,100000016.5,100000016.5,100000001.5,100000016.5,100000016.5,99998972.5,99999904.29003847,99999518.24455716,100000049.5,100000061.5,100000209.41288036,100000312.88522707,100000254.80987127,100000314.52677514,100000235.56531411
99999685,99999850,99998905.84934147,99999259.70777205,99998911.06154005,100001300.21102828,100000884.78840551,100001077.02845445,100001416.23708434,100001641.31216595,99999988.36741091,99999984.6398438,99999946.80966009,99999934.80939113,99999989.86741091,99999898.0,99999975.18254146,99999948.02376044,99999914.5,99999913.0,100000062.18254146,99999985,100000092.26380938,100000060.76380938,100000092.26380938,100005612.2559183,100001404.78900015,100001098.8981542,100000291.27854583,100000264.0037592,99997811.1535339,99998109.81799,99997413.96124223,99997539.57006809,99997737.40200764
99998759.20194626,99999790,99999520,99999310,99999760,100002028.338366,100001469.56042248,100002291.09871067,100001942.03365564,100002425.530146,99999927.40545662,99999985.57662848,100000000.7949525,99999999.48028761,99999998.46183349,99999446.5,99999446.5,99999538.9801651,99999401.5,99999448.9801651,100000066.10111079,100000066.10111079,100000067.60111079,100000066.10111079,100000015,100001977.40004952,100000133.83860265,100000264.98048769,99989879.69643009,100001506.5172768,100000367.7383644,100000302.20279661,100000211.80925207,100000270.32574008,100000314.64382102
99999670,99999805,99999697.0,99999940,99999640,100000172.5,100000132.0,100000114.0,100000202.5,100000168.0,100000000,99999983.5,99999983.5,100000000,100000000,99999815.5,99999788.5,99999805.0,99999760.0,99999742.0,100000001.5,100000016.5,100000016.5,100000031.5,100000016.5,100004042.5,99999899.5,99999689.5,99999922.0,99991600.0,100001161.0,100001279.5,100001254.0,100001185.0,100001465.5
99999115,99999850,99999895,99999685,99999235,100000160.5,100000259.5,100000135.0,100000157.5,100000269.29595578,99999983.5,99999981.01534218,99999983.5,99999983.5,99999982.75,99999949.71428311,99999950.6944311,99999948.5,99999962.64809881,99999946.1944311,100000016.5,100000016.5,100000016.5,100000016.5,100000016.5,99999268.0,99999406.75,99999659.5,99999989.5,99999712.068351,100000576.67737332,100000758.20032263,100000615.35872008,100000647.78571689,100000849.84697402
99999321.15506995,99999580,99999423.38877262,99999535,100000060,100000248.15308401,100000284.23777561,100000299.70954508,100000213.73777561,100000366.54800296,99999982.0,99999958.08693995,99999980.5,100000000,99999983.5,99999884.4153084,99999885.9153084,99999869.4153084,99999871.94353893,99999855.9153084,100000006.47176947,100000006.47176947,100000006.47176947,100000022.97176947,100000021.47176947,99996631.63812207,100000498.96313392,100000054.75,100000128.72776198,100002808.9840315,100000455.11323065,100000177.03638013,100000171.12107173,100000158.64930226,100000247.53638013
99999429.75091931,99999700,100000195,99999430,99999940,100000482.91393459,100000316.85820052,100000280.5,100000237.0,100000373.32085007,100000000,100000000,100000000,99999973.42289378,99999969.33957496,99999980.5,99999995.5,99999995.5,99999995.5,99999995.5,100000016.5,100000018.0,100000018.0,100000016.5,100000016.5,99999952.0,99999822.5,99999341.99213167,99999604.0,99999877.99737108,100000214.5,100000227.40412402,100000144.0,100000259.5,100000180.0
