0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
99999790,99999895,99999565,99999895,99999745,100000045,99999719.58216576,99999775,99999760,100000015,100000219.61804463,100000230.26793943,100000200.32336946,100000195.67347465,100000217.82336946,100000255.34288684,100000204.74842206,100000219.76793943,100000225.84288684,100000186.67347465,99999979.0,99999977.4250526,99999967.0,99999981.9250526,99999978.9250526,99999983.5,99999982.0,99999982.0,100000000,99999977.4250526,99999956.5749474,99999974.0749474,99999972.5,99999944.0,99999974.0749474,99999948.0,99999944.0,99999942.5,99999972.5,99999942.5,100000000,100000000,100000019.5749474,100000022.5749474,100000000,100000007.5749474,100000000,100000000,100000022.5749474,100000019.5749474,99999145,99999397.0,99999911.0,99999085,99999613.0,100000409.8778929,100000496.8029455,100000471.5277877,100000949.06370035,100000689.26391074
99999730,99999685,99999640,99999640,99999685,100000491.98918068,99999625,99999595,99999715,99999715,99997930,99997825,99997750,99997720,99997795,99997780,99997495,99997165,99997945,99997810,100000030,100000021.00935978,100000015,100000015,100000030,100000030,100000015,100000015,100000030,100000051.00935978,99999963.98217264,99999923.45270729,99999908.45270729,99999953.45270729,99999875.50935978,99999874.00935978,99999851.5,99999859.00935978,99999938.45270729,99999893.45270729,100000000,100000015,100000015,100000015,100000015,100000000,100000000,100000000,100000015,100000000,100001050.18760005,100006274.09178618,100004572.58396612,100002364.19740623,100004966.50935978,100001356.11295293,100001506.32693428,100001153.26211844,100001581.04867499,100001070.39751235
99999910,99999670,99999565,99999805,100000285,100000180,100000150,99999685,99999809.93171369,100000180,99999517.21347956,99999505.64043869,99999557.60052593,99999484.42695913,99999376.42695913,99999532.21347956,99998785.64043869,99999442.21347956,99999554.92695913,99999532.21347956,99999960.78652044,99999975.78652044,99999990.78652044,99999975.78652044,99999975.78652044,99999975.78652044,99999960.78652044,99999975.78652044,99999990.78652044,100000000,99999737.71347956,99999745.14448296,99999830.89238156,99999764.38704637,99999812.71347956,99999716.690667,99999772.42695913,99999739.92573947,99999742.190667,99999716.690667,100000000,99999985,100000016.5,100000000,100000000,100000000,100000000,100000000,100000000,100000089.6735668,99999815.85546502,99999350.19907108,100003275.96743962,99998644.94815664,100000818.63898924,100001348.38953568,100001457.41695143,100001409.59585343,100001531.130431,100001367.38237387
100000300,99999835,100000600,100000132.32946776,100000240,99999865,99999402.8344726,100000060,99999674.34129944,100000570,100001011.85772638,100001112.81251816,100001006.53942005,100001040.43975909,100000866.85962236,100000771.42274727,100000874.7757077,100001205.2124619,100000512.48643224,100000578.94661781,99999922.52071102,99999922.52071102,99999922.52071102,99999922.52071102,99999922.52071102,99999939.02071102,99999922.52071102,99999976.74496783,99999922.52071102,99999940.52071102,99999656.5023031,99999582.28733964,99999614.5,99999623.33971672,99999642.21496345,99999614.7221226,99999640.00840521,99999622.62705636,99999626.7221226,99999599.86320359,100000083.13347077,100000083.13347077,100000083.13347077,100000033.7439061,100000066.63347077,100000001.5,100000083.13347077,100000016.5,100000074.21496345,100000083.13347077,99999349.67275012,100000552.60605444,99997316.7424541,100003071.89390591,100002249.6665673,99998265.09408769,99998274.06043954,99998402.68507075,99998515.25989172,99998196.48223121
100000249.31707244,100000585.397973,99999835,99999760,99999535,99999970,100000000,100000345,99999880,100000090,100000119.26990871,99999979.42337468,99999956.76971631,100000058.42142771,99999761.34576441,99999800.99552885,100000008.84576441,100000077.91967314,99999993.84576441,100000098.06943758,99999934.5758557,99999934.5758557,99999934.5758557,99999934.5758557,99999934.5758557,99999934.5758557,99999934.5758557,99999934.5758557,99999934.5758557,99999934.5758557,100000057.3482886,100000057.3482886,99999997.9241443,99999997.9241443,100000057.3482886,100000057.3482886,100000043.8482886,100000072.3482886,99999997.9241443,100000057.3482886,100000090.07390873,100000000,100000090.07390873,100000093.0756633,100000091.5756633,100000090.07390873,100000090.07390873,100000015,100000063.9241443,100000090.07390873,99999869.52769038,100000983.42502451,99999827.87092695,99999173.57195869,100002278.33072554,99999309.30924079,99999448.88490409,99999565.50259946,99999520.88665865,99999461.65484065
99999655,99999636.68905997,99999535,100000075,99999717.35455647,100000240,99999955,99999896.85999928,100000000,100000060,100000338.57412034,100000402.8114567,100000372.90180339,100000232.11736704,100000309.96594779,100000265.37000106,100000331.39663886,100000343.83360583,100000252.07479188,100000460.81266241,99999983.5,99999973.79789607,100000000,99999969.11380811,99999983.5,99999935.0748154,99999961.61380811,99999969.11380811,99999996.9888174,99999995.05530196,99999564.51444782,99999549.51444782,99999579.51444782,99999564.51444782,99999559.4756152,99999520.902722,99999548.01444782,99999564.51444782,99999549.51444782,99999564.51444782,100000027.88619189,100000027.88619189,100000027.88619189,100000027.88619189,100000027.88619189,100000027.88619189,100000027.88619189,100000027.88619189,100000023.32273683,100000027.88619189,99999929.5,100000717.81018837,99998255.89453526,100000819.38284184,100000248.35424115,100000465.67162843,100000420.26447625,100000488.04807693,100000522.01408796,100000445.247274
100000660,100000435,100000090,100000150,100000510,100000600,100000630,100000660,99999655,100000165,99999311.65601328,99999650.69805484,99999686.89658643,99999627.71690853,99999630.61365388,99999633.69821376,99999605.21690853,99999677.45748168,99999662.21690853,99999567.71690853,99999958.80162732,99999958.80162732,99999958.80162732,99999958.80162732,99999958.80162732,99999942.74073207,99999942.74073207,99999943.80162732,99999943.80162732,99999943.80162732,99999502.25926793,99999517.25926793,99999532.25926793,99999532.25926793,99999547.25926793,99999547.25926793,99999517.25926793,99999547.25926793,99999517.25926793,99999547.25926793,100000015,100000015,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000015,99997271.20894806,100001301.50015892,100000115.5,99998542.0,100000837.0,100001501.28325039,100001532.78325039,100001318.28325039,100001516.78309147,100001591.28325039
100000885,100000885,99999760,99999940,99999865,99999625,99999790,99999565,99999736.6291786,99999670,100000372.84196037,100000327.6981789,100000357.6981789,100000379.64892736,100000380.34196037,100000414.38988753,100000339.24610606,100000432.84196037,100000361.29403321,100000301.60232459,99999982.0,99999976.45207284,99999983.5,99999983.5,99999983.5,99999977.95207284,99999983.5,99999983.5,99999983.5,99999983.5,99999469.88341725,99999467.9313444,99999529.4313444,99999514.4313444,99999531.38341725,99999529.88341725,99999503.85974489,99999544.88341725,99999512.9313444,99999545.9313444,100000013.04792716,100000028.04792716,100000028.04792716,100000028.04792716,100000026.54792716,100000013.04792716,100000026.54792716,100000028.04792716,100000028.04792716,100000028.04792716,99993373.50593062,100002439.0,100000649.5,99998659.0,100002394.0,100000524.07644348,100000844.78888054,100001133.69302623,100000785.24095339,100000589.02851632
99999985,99999685,99998991.46473913,99999133.5777931,99999325,99999865,99999281.54224998,99999835,99999835,99999460,100000512.11166954,100000633.44510758,100000921.16750431,100000673.88958693,100000963.056463,100001787.2236532,100000816.22302496,100000832.72302496,100000666.38958693,100000939.056463,99999983.5,99999961.05552065,99999961.05552065,99999965.55552065,99999938.55552065,99999998.5,99999955.05552065,99999922.05552065,99999932.55552065,99999985,99999960.77791739,99999975.77791739,99999945.77791739,99999953.27791739,99999945.77791739,99999968.27791739,99999945.77791739,99999930.77791739,99999960.77791739,99999945.77791739,100000044.94447935,100000044.94447935,100000044.94447935,100000044.94447935,100000046.44447935,100000000,100000044.94447935,100000015,100000049.44447935,100000044.94447935,99999508.90592553,100000508.36333904,99999691.78569418,99999694.71598439,100000140.7540595,99999269.33155334,99999239.44259465,99999315.77603269,99999222.9981153,99999749.83218157
100000135,99999618.00104009,99999730,100000255,99999680.34774427,99999925,99999745,100000375,99999910,99999522.12639304,100000078.70625323,100000075.70625323,100000067.16500258,100000095.39408942,100000057.70625323,100000070.74750388,100000151.74750388,100000164.78875452,100000059.20625323,100000067.16500258,100000000,100000000,100000000,100000000,100000000,99999982.0,100000000,99999982.0,100000000,100000000,99999939.54125065,99999951.54125065,99999951.54125065,99999923.04125065,99999951.54125065,99999923.04125065,99999951.54125065,99999951.54125065,99999951.54125065,99999936.54125065,100000000,100000016.5,100000016.5,100000016.5,100000016.5,100000016.5,100000016.5,100000016.5,100000000,100000016.5,99999218.5,100001834.93957657,99999601.45874935,99998206.38442443,99999990.89921798,100000451.25249612,100000298.12874418,100000390.66999483,100000281.16999483,100000415.37624806
